case_id,submitted_datetime,submitted_date_key,closed_datetime,service_key,team_key,campus_key,cohort_key,lifecycle_stage_key,channel_key,requester_type,case_type,category,priority,current_status,first_response_business_hours,triage_business_hours,assignment_business_hours,resolution_business_hours,first_response_sla_breached,resolution_sla_breached,handoff_count,reopened_flag,repeat_contact_14d,first_contact_resolution_flag,complexity_weight,staff_handle_hours,estimated_cost_aud,case_summary,synthetic_label,ai_theme,ai_summary,ai_recommended_owner,ai_confidence,ai_review_status,source_extract_ts
CASE-005605,2026-05-14 13:42:00,20260514,2026-05-18 09:10:22,3,9.0,1,7,5,2,Professional Staff,Enquiry,HVAC and temperature,P3,Merged Duplicate,1.87,0.55,7.44,,0,0,0,0,0,0,0.89,0.52,50.24,Service issue reported for hvac and temperature at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005606,2025-05-27 18:19:00,20250527,2025-05-29 07:49:24,1,3.0,1,2,3,2,Student,Service Request,Fees and payments,P3,Resolved,3.94,1.55,5.06,21.82,0,0,0,0,0,1,1.0,0.5,31.0,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005607,2025-10-03 17:06:00,20251003,2025-10-15 17:04:40,1,4.0,2,4,4,1,Student,Service Request,Academic progression,P4,Resolved,2.33,1.01,24.57,185.16,0,1,1,0,0,0,0.64,1.08,66.96,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005608,2025-09-27 12:16:00,20250927,2025-09-29 04:14:31,1,1.0,2,4,1,2,Student,Complaint,Enrolment changes,P3,Resolved,1.79,1.27,7.08,22.16,0,0,1,0,1,0,1.04,1.07,66.34,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005609,2026-02-17 20:22:00,20260217,2026-02-22 20:14:59,2,5.0,2,6,5,1,Academic Staff,Complaint,Device and software,P3,Resolved,6.81,4.88,8.2,74.12,0,1,2,0,0,0,0.93,1.15,71.3,Unable to complete a university task because of device and software.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005610,2025-09-16 15:50:00,20250916,2025-09-24 17:39:19,1,3.0,1,4,3,1,Student,Service Request,Fees and payments,P3,Resolved,11.91,4.91,22.24,124.81,0,1,1,0,1,0,0.98,0.86,53.32,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005611,2026-08-06 15:49:00,20260806,2026-08-07 14:33:33,2,5.0,1,1,2,1,Student,Service Request,Account access and login,P3,Resolved,3.22,1.82,3.64,14.63,0,0,0,0,0,1,1.1,0.83,51.46,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005612,2024-11-29 12:02:00,20241129,2024-12-01 21:49:24,1,4.0,2,2,4,1,Student,Service Request,Documents and letters,P4,Resolved,8.31,4.38,3.91,31.46,0,0,0,0,0,1,0.61,0.31,19.22,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005613,2025-07-24 12:32:00,20250724,2025-07-27 19:36:03,1,3.0,1,2,3,1,Student,Enquiry,Fees and payments,P3,Resolved,3.09,1.49,5.97,47.35,0,1,0,0,0,1,1.15,1.47,91.14,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005614,2024-11-12 19:56:00,20241112,2024-11-14 13:20:40,2,6.0,1,3,3,4,Student,Service Request,Learning platform,P2,Resolved,2.89,1.78,2.39,26.65,0,1,0,0,0,1,1.67,1.4,86.8,Unable to complete a university task because of learning platform.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005615,2024-12-02 17:36:00,20241202,2024-12-04 05:27:02,1,1.0,1,1,2,2,Student,Service Request,Enrolment changes,P3,Resolved,5.32,3.29,7.9,16.94,0,0,1,0,1,0,0.95,1.04,64.48,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005616,2024-12-09 08:37:00,20241209,2024-12-13 03:59:40,1,2.0,1,2,2,1,Student,Enquiry,Timetable and class allocation,P3,Resolved,3.74,2.69,21.05,58.76,0,1,2,0,0,0,1.06,1.22,75.64,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005617,2025-09-01 12:34:00,20250901,2025-09-02 23:26:01,2,5.0,1,3,2,4,Student,Service Request,Account access and login,P3,Resolved,12.76,4.94,3.83,16.59,0,0,0,0,1,0,1.02,1.27,78.74,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005618,2025-05-08 16:29:00,20250508,2025-05-10 06:48:16,2,6.0,1,2,3,2,Student,Enquiry,Learning platform,P3,Resolved,7.53,4.05,2.23,20.7,0,0,0,0,0,1,1.13,0.95,58.9,Unable to complete a university task because of learning platform.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005619,2026-07-31 11:28:00,20260731,2026-08-04 02:56:32,1,2.0,1,4,4,1,Student,Service Request,Timetable and class allocation,P4,Resolved,9.35,2.2,7.38,52.7,0,0,0,0,1,0,0.67,0.34,21.08,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005620,2025-12-22 13:30:00,20251222,2025-12-24 02:50:57,2,5.0,1,7,5,4,Professional Staff,Service Request,Multi-factor authentication,P3,Resolved,5.19,2.41,2.28,20.06,0,0,1,0,1,0,1.04,1.31,81.22,Unable to complete a university task because of multi-factor authentication.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005621,2025-07-03 12:55:00,20250703,2025-07-06 08:01:05,1,,1,3,1,5,Student,Enquiry,Enrolment changes,P3,Resolved,10.39,4.31,13.5,42.86,0,1,2,0,0,0,0.98,1.58,97.96,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005622,2025-07-07 13:35:00,20250707,2025-07-08 11:37:27,2,5.0,1,5,2,5,Student,Service Request,Device and software,P3,Resolved,6.34,4.43,2.28,13.58,0,0,0,0,0,1,1.0,0.94,58.28,Unable to complete a university task because of device and software.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005623,2026-04-23 09:23:00,20260423,2026-04-24 04:36:29,1,2.0,3,5,2,1,Student,Enquiry,Timetable and class allocation,P1,Resolved,2.31,1.54,4.97,12.12,0,1,0,0,1,0,2.63,3.37,208.94,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005624,2024-09-08 13:28:00,20240908,2024-09-09 14:31:04,1,2.0,1,2,2,2,Student,Complaint,Timetable and class allocation,P4,Resolved,6.03,3.79,3.33,14.82,0,0,1,0,1,0,0.68,1.08,66.96,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005625,2025-10-28 09:12:00,20251028,2025-10-28 18:39:42,2,5.0,1,5,3,4,Student,Complaint,Account access and login,P3,Resolved,2.33,0.91,0.71,5.99,0,0,3,0,0,0,1.15,2.01,124.62,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005626,2026-05-24 18:37:00,20260524,2026-05-25 18:02:46,2,5.0,1,4,3,1,Student,Enquiry,Account access and login,P3,Resolved,10.73,6.75,1.35,13.84,0,0,1,0,0,0,0.92,0.95,58.9,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005627,2025-09-12 15:50:00,20250912,2025-09-13 21:13:51,1,4.0,1,1,4,3,Student,Service Request,Academic progression,P3,Resolved,4.29,1.52,2.49,18.38,0,0,2,0,0,0,0.97,1.55,96.1,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005628,2025-08-05 17:32:00,20250805,2025-08-07 18:56:06,1,3.0,1,4,3,2,Student,Service Request,Fees and payments,P3,Resolved,12.24,3.96,4.41,29.81,0,0,1,0,0,0,1.06,1.07,66.34,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005629,2024-09-29 13:57:00,20240929,2024-09-30 12:23:01,1,1.0,2,5,1,4,Student,Service Request,Enrolment changes,P3,Resolved,6.88,3.92,4.03,10.91,0,0,0,0,1,0,0.97,1.1,68.2,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005630,2025-02-14 17:19:00,20250214,2025-02-18 02:25:01,3,9.0,1,3,3,2,Student,Service Request,HVAC and temperature,P3,Resolved,13.36,5.21,5.75,52.08,0,1,3,0,0,0,1.18,2.1,148.2,Service issue reported for hvac and temperature at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005631,2024-09-12 12:44:00,20240912,2024-09-13 13:30:02,1,4.0,2,5,3,2,Student,Service Request,Documents and letters,P4,Resolved,10.2,6.26,1.35,11.55,0,0,0,0,1,0,0.67,0.63,39.06,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005632,2024-12-23 18:12:00,20241223,2024-12-26 13:12:54,2,5.0,1,1,1,1,Student,Enquiry,Multi-factor authentication,P4,Resolved,3.27,1.92,7.84,39.57,0,0,1,0,0,0,0.68,1.14,70.68,Unable to complete a university task because of multi-factor authentication.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005633,2025-07-10 11:26:00,20250710,2025-07-20 03:01:13,1,2.0,1,4,2,1,Student,Enquiry,Timetable and class allocation,P3,Merged Duplicate,12.77,3.46,16.39,,0,0,0,0,1,0,1.11,1.34,83.08,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005634,2025-05-21 11:02:00,20250521,2025-05-23 15:25:50,3,9.0,2,1,3,1,Student,Service Request,Security and lighting,P3,Resolved,7.85,4.87,5.73,28.11,0,0,0,0,0,1,1.01,0.51,49.62,Service issue reported for security and lighting at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005635,2026-05-26 13:59:00,20260526,2026-05-28 03:00:49,2,5.0,2,5,1,3,Student,Complaint,Multi-factor authentication,P3,Resolved,3.35,1.72,4.56,21.11,0,0,1,0,0,0,1.03,1.18,73.16,Unable to complete a university task because of multi-factor authentication.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005636,2025-10-10 14:22:00,20251010,2025-10-12 12:26:45,3,9.0,3,4,2,2,Student,Service Request,Cleanliness,P1,Resolved,20.82,7.94,4.79,25.74,1,1,0,0,1,0,2.54,1.65,120.3,Service issue reported for cleanliness at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005637,2026-07-23 09:18:00,20260723,2026-07-25 22:59:23,1,3.0,1,1,3,1,Student,Service Request,Fees and payments,P3,Resolved,6.53,3.01,3.28,33.9,0,0,0,0,0,1,0.92,0.74,45.88,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005638,2026-06-12 15:02:00,20260612,2026-06-14 15:01:39,3,9.0,2,2,2,2,Student,Enquiry,Cleanliness,P4,Resolved,2.83,1.46,4.11,24.58,0,0,0,0,0,1,0.74,0.48,47.76,Service issue reported for cleanliness at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005639,2025-05-14 18:09:00,20250514,2025-05-18 19:04:53,1,4.0,1,4,4,3,Student,Service Request,Academic progression,P4,Resolved,3.6,2.54,12.12,62.17,0,0,1,0,0,0,0.77,1.18,73.16,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005640,2026-01-09 13:22:00,20260109,2026-01-13 18:25:29,2,5.0,1,1,2,1,Student,Enquiry,Account access and login,P4,Resolved,10.11,4.54,9.05,61.39,0,0,1,1,1,0,0.71,1.68,104.16,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005641,2025-12-27 20:09:00,20251227,2025-12-29 03:20:57,1,3.0,1,1,3,3,Student,Enquiry,Fees and payments,P3,Withdrawn,1.44,0.92,2.31,,0,0,0,0,0,0,0.9,0.86,53.32,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005642,2024-11-21 08:54:00,20241121,2024-11-23 13:27:11,1,4.0,2,1,4,3,Student,Complaint,Academic progression,P1,Resolved,2.15,1.39,3.91,28.14,0,1,0,0,0,1,2.42,2.23,138.26,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005643,2026-03-03 18:34:00,20260303,2026-03-06 03:23:25,2,5.0,1,4,2,2,Student,Service Request,Multi-factor authentication,P3,Resolved,8.32,5.28,4.37,32.38,0,0,1,0,0,0,0.94,1.14,70.68,Unable to complete a university task because of multi-factor authentication.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005644,2024-09-05 10:55:00,20240905,2024-09-07 19:49:21,2,5.0,3,1,3,2,Student,Enquiry,Account access and login,P3,Resolved,8.39,4.09,7.85,33.61,0,0,0,0,0,1,1.08,1.05,65.1,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005645,2026-07-24 11:55:00,20260724,2026-07-26 05:10:07,2,5.0,2,2,2,3,Student,Complaint,Multi-factor authentication,P3,Resolved,10.39,4.0,2.37,21.77,0,0,0,0,1,0,1.08,1.17,72.54,Unable to complete a university task because of multi-factor authentication.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005646,2025-05-30 10:46:00,20250530,2025-05-31 04:07:25,1,4.0,1,1,3,1,Student,Service Request,Documents and letters,P3,Resolved,2.65,1.42,1.57,11.13,0,0,2,0,0,0,1.09,1.54,95.48,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005647,2025-03-20 11:56:00,20250320,2025-03-23 13:49:11,1,4.0,1,4,3,3,Student,Enquiry,Documents and letters,P4,Merged Duplicate,8.89,4.28,4.19,,0,0,0,0,0,0,0.83,0.94,58.28,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005648,2025-12-17 08:06:00,20251217,2025-12-18 18:29:43,1,4.0,2,4,3,1,Student,Service Request,Academic progression,P4,Resolved,15.04,8.06,2.34,18.93,0,0,0,0,1,0,0.6,0.33,20.46,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005649,2026-02-17 13:22:00,20260217,2026-02-19 16:15:22,3,10.0,1,1,2,1,Student,Enquiry,Accessibility,P4,Resolved,4.35,1.9,3.44,27.02,0,0,1,0,1,0,0.73,0.76,65.12,Service issue reported for accessibility at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005650,2025-08-28 14:00:00,20250828,2025-09-02 09:04:37,3,9.0,1,4,3,1,Student,Service Request,Study spaces,P4,Resolved,3.97,1.54,8.63,69.04,0,0,0,0,1,0,0.65,0.49,48.38,Service issue reported for study spaces at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005651,2025-01-12 13:45:00,20250112,2025-01-15 22:37:00,3,8.0,3,6,5,1,Academic Staff,Enquiry,Teaching room equipment,P4,Resolved,4.31,2.73,10.49,50.99,0,0,0,0,0,1,0.7,0.67,59.54,Service issue reported for teaching room equipment at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-005652,2026-07-06 17:25:00,20260706,2026-07-09 00:58:21,2,7.0,1,4,2,4,Student,Complaint,Wi-Fi and network,P3,Resolved,8.04,5.86,6.3,31.61,0,0,1,1,0,0,0.89,1.56,96.72,Unable to complete a university task because of wi-fi and network.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
