interaction_id,case_id,interaction_datetime,channel_key,direction,requester_initiated,interaction_sequence,handle_minutes,synthetic_label
INT-0009002,CASE-004632,2025-09-17 09:08:47,2,Inbound,1,2,20,Synthetic demonstration data — not actual University of Sydney results
INT-0009003,CASE-004633,2026-06-11 12:07:00,2,Inbound,1,1,4,Synthetic demonstration data — not actual University of Sydney results
INT-0009004,CASE-004634,2026-05-04 12:03:00,2,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0009005,CASE-004635,2025-04-07 17:27:00,1,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0009006,CASE-004636,2025-09-23 16:45:00,1,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0009007,CASE-004637,2026-02-11 11:08:00,1,Inbound,1,1,27,Synthetic demonstration data — not actual University of Sydney results
INT-0009008,CASE-004638,2025-10-20 12:57:00,4,Inbound,1,1,33,Synthetic demonstration data — not actual University of Sydney results
INT-0009009,CASE-004638,2025-10-20 23:43:13,4,Outbound,0,2,19,Synthetic demonstration data — not actual University of Sydney results
INT-0009010,CASE-004638,2025-10-22 20:47:36,1,Outbound,0,3,22,Synthetic demonstration data — not actual University of Sydney results
INT-0009011,CASE-004639,2025-07-08 16:53:00,4,Inbound,1,1,33,Synthetic demonstration data — not actual University of Sydney results
INT-0009012,CASE-004639,2025-07-09 02:54:25,1,Inbound,1,2,23,Synthetic demonstration data — not actual University of Sydney results
INT-0009013,CASE-004639,2025-07-11 07:23:36,2,Inbound,1,3,18,Synthetic demonstration data — not actual University of Sydney results
INT-0009014,CASE-004640,2025-11-30 11:10:00,1,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0009015,CASE-004640,2025-12-01 07:10:24,3,Outbound,0,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0009016,CASE-004640,2025-12-03 10:24:54,3,Outbound,0,3,13,Synthetic demonstration data — not actual University of Sydney results
INT-0009017,CASE-004641,2025-02-13 17:40:00,1,Inbound,1,1,12,Synthetic demonstration data — not actual University of Sydney results
INT-0009018,CASE-004642,2025-04-16 16:36:00,2,Inbound,1,1,14,Synthetic demonstration data — not actual University of Sydney results
INT-0009019,CASE-004643,2025-12-23 16:36:00,4,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0009020,CASE-004644,2025-08-22 12:30:00,1,Inbound,1,1,7,Synthetic demonstration data — not actual University of Sydney results
INT-0009021,CASE-004644,2025-08-27 19:41:55,2,Outbound,0,2,20,Synthetic demonstration data — not actual University of Sydney results
INT-0009022,CASE-004645,2026-03-11 13:26:00,4,Inbound,1,1,11,Synthetic demonstration data — not actual University of Sydney results
INT-0009023,CASE-004645,2026-03-14 11:11:58,2,Outbound,0,2,19,Synthetic demonstration data — not actual University of Sydney results
INT-0009024,CASE-004646,2025-07-16 09:10:00,1,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0009025,CASE-004646,2025-07-17 23:55:31,2,Inbound,1,2,33,Synthetic demonstration data — not actual University of Sydney results
INT-0009026,CASE-004647,2025-11-08 15:46:00,1,Inbound,1,1,25,Synthetic demonstration data — not actual University of Sydney results
INT-0009027,CASE-004647,2025-11-09 03:33:22,2,Outbound,0,2,17,Synthetic demonstration data — not actual University of Sydney results
INT-0009028,CASE-004648,2025-03-28 13:31:00,2,Inbound,1,1,6,Synthetic demonstration data — not actual University of Sydney results
INT-0009029,CASE-004649,2026-05-15 13:44:00,1,Inbound,1,1,32,Synthetic demonstration data — not actual University of Sydney results
INT-0009030,CASE-004649,2026-05-16 01:40:42,1,Outbound,0,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0009031,CASE-004650,2025-02-05 16:36:00,4,Inbound,1,1,10,Synthetic demonstration data — not actual University of Sydney results
INT-0009032,CASE-004650,2025-02-06 11:54:43,3,Inbound,1,2,18,Synthetic demonstration data — not actual University of Sydney results
INT-0009033,CASE-004650,2025-02-07 03:22:51,1,Outbound,0,3,11,Synthetic demonstration data — not actual University of Sydney results
INT-0009034,CASE-004651,2025-05-13 15:51:00,1,Inbound,1,1,28,Synthetic demonstration data — not actual University of Sydney results
INT-0009035,CASE-004651,2025-05-14 11:07:22,4,Outbound,0,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0009036,CASE-004652,2026-08-12 19:54:00,4,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0009037,CASE-004652,2026-08-13 05:39:34,4,Outbound,0,2,27,Synthetic demonstration data — not actual University of Sydney results
INT-0009038,CASE-004653,2025-12-09 10:40:00,4,Inbound,1,1,3,Synthetic demonstration data — not actual University of Sydney results
INT-0009039,CASE-004653,2025-12-09 15:31:06,1,Inbound,1,2,24,Synthetic demonstration data — not actual University of Sydney results
INT-0009040,CASE-004653,2025-12-14 21:40:00,4,Outbound,0,3,22,Synthetic demonstration data — not actual University of Sydney results
INT-0009041,CASE-004654,2026-06-15 18:14:00,2,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0009042,CASE-004654,2026-06-16 18:17:50,1,Inbound,1,2,12,Synthetic demonstration data — not actual University of Sydney results
INT-0009043,CASE-004655,2026-04-18 14:16:00,4,Inbound,1,1,27,Synthetic demonstration data — not actual University of Sydney results
INT-0009044,CASE-004656,2025-06-23 13:55:00,2,Inbound,1,1,31,Synthetic demonstration data — not actual University of Sydney results
INT-0009045,CASE-004656,2025-06-24 06:20:38,1,Inbound,1,2,24,Synthetic demonstration data — not actual University of Sydney results
INT-0009046,CASE-004656,2025-06-24 12:06:22,3,Outbound,0,3,13,Synthetic demonstration data — not actual University of Sydney results
INT-0009047,CASE-004657,2025-11-18 09:14:00,1,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0009048,CASE-004657,2025-11-18 16:33:54,4,Outbound,0,2,19,Synthetic demonstration data — not actual University of Sydney results
INT-0009049,CASE-004657,2025-11-19 11:07:39,1,Inbound,1,3,21,Synthetic demonstration data — not actual University of Sydney results
INT-0009050,CASE-004658,2025-05-01 18:23:00,1,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0009051,CASE-004658,2025-05-02 16:46:15,2,Outbound,0,2,12,Synthetic demonstration data — not actual University of Sydney results
INT-0009052,CASE-004659,2026-05-05 14:33:00,1,Inbound,1,1,25,Synthetic demonstration data — not actual University of Sydney results
INT-0009053,CASE-004659,2026-05-06 01:17:47,1,Inbound,1,2,18,Synthetic demonstration data — not actual University of Sydney results
INT-0009054,CASE-004659,2026-05-06 12:03:47,1,Inbound,1,3,13,Synthetic demonstration data — not actual University of Sydney results
INT-0009055,CASE-004660,2026-04-09 12:47:00,4,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0009056,CASE-004661,2025-09-03 16:50:00,1,Inbound,1,1,8,Synthetic demonstration data — not actual University of Sydney results
INT-0009057,CASE-004661,2025-09-04 19:58:29,2,Inbound,1,2,16,Synthetic demonstration data — not actual University of Sydney results
INT-0009058,CASE-004662,2025-10-01 13:48:00,1,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0009059,CASE-004662,2025-10-04 01:32:06,3,Outbound,0,2,20,Synthetic demonstration data — not actual University of Sydney results
INT-0009060,CASE-004662,2025-10-06 11:01:46,2,Outbound,0,3,20,Synthetic demonstration data — not actual University of Sydney results
INT-0009061,CASE-004663,2025-06-04 15:16:00,5,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0009062,CASE-004663,2025-06-05 00:01:38,3,Inbound,1,2,16,Synthetic demonstration data — not actual University of Sydney results
INT-0009063,CASE-004663,2025-06-05 06:43:20,1,Outbound,0,3,30,Synthetic demonstration data — not actual University of Sydney results
INT-0009064,CASE-004663,2025-06-05 22:31:18,2,Inbound,1,4,19,Synthetic demonstration data — not actual University of Sydney results
INT-0009065,CASE-004664,2025-08-13 13:13:00,1,Inbound,1,1,12,Synthetic demonstration data — not actual University of Sydney results
INT-0009066,CASE-004664,2025-08-25 02:32:16,2,Inbound,1,2,8,Synthetic demonstration data — not actual University of Sydney results
INT-0009067,CASE-004665,2025-04-28 14:14:00,2,Inbound,1,1,7,Synthetic demonstration data — not actual University of Sydney results
INT-0009068,CASE-004665,2025-04-29 13:10:42,4,Outbound,0,2,24,Synthetic demonstration data — not actual University of Sydney results
INT-0009069,CASE-004666,2024-12-15 14:22:00,1,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0009070,CASE-004666,2024-12-15 21:26:00,2,Outbound,0,2,14,Synthetic demonstration data — not actual University of Sydney results
INT-0009071,CASE-004667,2025-09-11 14:25:00,1,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0009072,CASE-004667,2025-09-12 14:41:30,3,Outbound,0,2,24,Synthetic demonstration data — not actual University of Sydney results
INT-0009073,CASE-004668,2025-09-30 13:54:00,2,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0009074,CASE-004668,2025-10-01 01:06:37,2,Inbound,1,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0009075,CASE-004668,2025-10-01 07:25:30,1,Inbound,1,3,21,Synthetic demonstration data — not actual University of Sydney results
INT-0009076,CASE-004669,2025-01-17 12:42:00,2,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0009077,CASE-004669,2025-01-21 11:12:14,1,Inbound,1,2,24,Synthetic demonstration data — not actual University of Sydney results
INT-0009078,CASE-004670,2026-07-03 17:35:00,1,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0009079,CASE-004670,2026-07-05 18:43:00,2,Outbound,0,2,23,Synthetic demonstration data — not actual University of Sydney results
INT-0009080,CASE-004671,2026-05-15 20:23:00,2,Inbound,1,1,9,Synthetic demonstration data — not actual University of Sydney results
INT-0009081,CASE-004672,2025-11-27 14:42:00,1,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0009082,CASE-004672,2025-11-28 04:13:21,1,Outbound,0,2,18,Synthetic demonstration data — not actual University of Sydney results
INT-0009083,CASE-004673,2025-07-21 09:39:00,5,Inbound,1,1,25,Synthetic demonstration data — not actual University of Sydney results
INT-0009084,CASE-004673,2025-07-31 06:44:23,3,Outbound,0,2,17,Synthetic demonstration data — not actual University of Sydney results
INT-0009085,CASE-004674,2024-10-31 19:28:00,1,Inbound,1,1,4,Synthetic demonstration data — not actual University of Sydney results
INT-0009086,CASE-004675,2026-01-01 12:41:00,1,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0009087,CASE-004676,2025-05-05 08:12:00,1,Inbound,1,1,27,Synthetic demonstration data — not actual University of Sydney results
INT-0009088,CASE-004676,2025-05-06 07:50:17,4,Inbound,1,2,18,Synthetic demonstration data — not actual University of Sydney results
INT-0009089,CASE-004677,2025-10-31 12:57:00,2,Inbound,1,1,26,Synthetic demonstration data — not actual University of Sydney results
INT-0009090,CASE-004678,2024-09-18 12:26:00,2,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0009091,CASE-004679,2025-02-25 13:53:00,3,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0009092,CASE-004680,2025-06-22 10:34:00,1,Inbound,1,1,13,Synthetic demonstration data — not actual University of Sydney results
INT-0009093,CASE-004681,2024-10-10 10:37:00,1,Inbound,1,1,14,Synthetic demonstration data — not actual University of Sydney results
INT-0009094,CASE-004681,2024-10-10 23:10:20,2,Outbound,0,2,12,Synthetic demonstration data — not actual University of Sydney results
INT-0009095,CASE-004682,2026-03-15 17:44:00,3,Inbound,1,1,15,Synthetic demonstration data — not actual University of Sydney results
INT-0009096,CASE-004683,2026-01-06 12:03:00,4,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0009097,CASE-004683,2026-01-07 04:46:28,3,Outbound,0,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0009098,CASE-004684,2026-01-13 19:31:00,2,Inbound,1,1,14,Synthetic demonstration data — not actual University of Sydney results
INT-0009099,CASE-004685,2026-07-12 20:10:00,1,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0009100,CASE-004685,2026-07-13 12:45:07,3,Outbound,0,2,27,Synthetic demonstration data — not actual University of Sydney results
INT-0009101,CASE-004686,2026-03-31 14:31:00,2,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0009102,CASE-004686,2026-04-02 09:31:13,1,Inbound,1,2,28,Synthetic demonstration data — not actual University of Sydney results
INT-0009103,CASE-004687,2025-06-03 08:08:00,1,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0009104,CASE-004687,2025-06-04 02:14:29,2,Outbound,0,2,12,Synthetic demonstration data — not actual University of Sydney results
INT-0009105,CASE-004687,2025-06-04 11:02:50,2,Inbound,1,3,11,Synthetic demonstration data — not actual University of Sydney results
INT-0009106,CASE-004688,2026-03-11 17:11:00,3,Inbound,1,1,26,Synthetic demonstration data — not actual University of Sydney results
INT-0009107,CASE-004688,2026-03-12 13:15:03,4,Outbound,0,2,23,Synthetic demonstration data — not actual University of Sydney results
INT-0009108,CASE-004689,2025-07-18 19:33:00,1,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0009109,CASE-004689,2025-07-19 09:36:48,2,Inbound,1,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0009110,CASE-004689,2025-07-19 10:55:04,1,Outbound,0,3,15,Synthetic demonstration data — not actual University of Sydney results
INT-0009111,CASE-004690,2026-03-09 11:49:00,5,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0009112,CASE-004691,2025-08-11 09:18:00,4,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0009113,CASE-004691,2025-08-13 11:48:31,1,Inbound,1,2,22,Synthetic demonstration data — not actual University of Sydney results
