feedback_id,feedback_date,related_case_id,related_work_order_id,respondent_type,service_key,campus_key,cohort_key,feedback_type,csat_score,ces_score,feedback_theme,comment_text,response_valid,synthetic_label,feedback_date_key,csat_positive_flag
FDB-000762,2025-09-22 00:00:00,CASE-012370,,Student,1,1,1,Post-case survey,4,4,Communication,Synthetic feedback concerning communication for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250922,1
FDB-000763,2026-07-03 00:00:00,CASE-003332,,Student,1,3,2,Post-case survey,4,3,Ownership,Synthetic feedback concerning ownership for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20260703,1
FDB-000764,2024-09-13 00:00:00,CASE-011569,,Student,3,3,5,Post-case survey,4,3,Ownership,Synthetic feedback concerning ownership for teaching room equipment.,1,Synthetic demonstration data — not actual University of Sydney results,20240913,1
FDB-000765,2026-05-10 00:00:00,CASE-015328,,Student,1,1,2,Post-case survey,3,4,Waiting time,Synthetic feedback concerning waiting time for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260510,0
FDB-000766,2025-02-15 00:00:00,CASE-010669,,Student,2,3,1,Post-case survey,4,5,Clarity,Synthetic feedback concerning clarity for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20250215,1
FDB-000767,2025-03-06 00:00:00,CASE-011993,,Student,1,2,3,Post-case survey,4,3,Ownership,Synthetic feedback concerning ownership for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20250306,1
FDB-000768,2026-04-03 00:00:00,CASE-014651,,Student,1,1,1,Post-case survey,4,4,Ownership,Synthetic feedback concerning ownership for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260403,1
FDB-000769,2025-08-03 00:00:00,CASE-017643,,Student,2,3,1,Post-case survey,3,2,Waiting time,Synthetic feedback concerning waiting time for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20250803,0
FDB-000770,2024-09-26 00:00:00,CASE-012929,,Student,3,1,3,Post-case survey,2,4,Clarity,Synthetic feedback concerning clarity for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20240926,0
FDB-000771,2025-09-30 00:00:00,CASE-001816,,Student,2,1,5,Post-case survey,4,4,Waiting time,Synthetic feedback concerning waiting time for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250930,1
FDB-000772,2025-12-02 00:00:00,CASE-005671,,Student,1,1,4,Post-case survey,4,3,Outcome quality,Synthetic feedback concerning outcome quality for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20251202,1
FDB-000773,2025-06-04 00:00:00,CASE-016496,,Student,1,1,2,Post-case survey,4,4,Outcome quality,Synthetic feedback concerning outcome quality for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250604,1
FDB-000774,2025-03-21 00:00:00,CASE-003205,,Professional Staff,2,1,7,Post-case survey,3,3,Waiting time,Synthetic feedback concerning waiting time for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250321,0
FDB-000775,2026-01-27 00:00:00,CASE-015735,,Student,3,2,2,Post-case survey,5,5,Clarity,Synthetic feedback concerning clarity for cleanliness.,1,Synthetic demonstration data — not actual University of Sydney results,20260127,1
FDB-000776,2025-09-03 00:00:00,CASE-002638,,Student,3,1,3,Post-case survey,5,3,Ease of use,Synthetic feedback concerning ease of use for security and lighting.,1,Synthetic demonstration data — not actual University of Sydney results,20250903,1
FDB-000777,2025-08-13 00:00:00,CASE-007522,,Student,1,1,1,Post-case survey,5,3,Ownership,Synthetic feedback concerning ownership for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250813,1
FDB-000778,2024-12-14 00:00:00,CASE-004062,,Student,1,1,1,Post-case survey,4,4,Outcome quality,Synthetic feedback concerning outcome quality for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20241214,1
FDB-000779,2024-09-18 00:00:00,CASE-011390,,Professional Staff,2,3,7,Post-case survey,3,3,Waiting time,Synthetic feedback concerning waiting time for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20240918,0
FDB-000780,2025-04-22 00:00:00,CASE-012037,,Student,2,1,4,Post-case survey,4,3,Ownership,Synthetic feedback concerning ownership for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20250422,1
FDB-000781,2025-09-12 00:00:00,CASE-017372,,Student,2,1,4,Post-case survey,4,4,Communication,Synthetic feedback concerning communication for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20250912,1
FDB-000782,2026-02-25 00:00:00,CASE-013903,,Student,1,1,4,Post-case survey,3,3,Waiting time,Synthetic feedback concerning waiting time for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260225,0
FDB-000783,2025-04-27 00:00:00,CASE-002802,,Student,1,3,4,Post-case survey,3,3,Ownership,Synthetic feedback concerning ownership for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250427,0
FDB-000784,2025-10-13 00:00:00,CASE-003724,,Academic Staff,2,1,6,Post-case survey,3,3,Ease of use,Synthetic feedback concerning ease of use for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20251013,0
FDB-000785,2026-04-21 00:00:00,CASE-009683,,Student,2,3,5,Post-case survey,2,2,Ownership,Synthetic feedback concerning ownership for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20260421,0
FDB-000786,2026-02-24 00:00:00,CASE-015767,,Student,2,1,3,Post-case survey,4,3,Clarity,Synthetic feedback concerning clarity for multi-factor authentication.,1,Synthetic demonstration data — not actual University of Sydney results,20260224,1
FDB-000787,2024-10-15 00:00:00,CASE-008880,,Student,3,2,2,Post-case survey,3,3,Ownership,Synthetic feedback concerning ownership for accessibility.,1,Synthetic demonstration data — not actual University of Sydney results,20241015,0
FDB-000788,2025-03-05 00:00:00,CASE-007095,,Student,2,1,2,Post-case survey,3,3,Waiting time,Synthetic feedback concerning waiting time for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20250305,0
FDB-000789,2026-01-20 00:00:00,CASE-013203,,Student,1,1,1,Post-case survey,4,3,Waiting time,Synthetic feedback concerning waiting time for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20260120,1
FDB-000790,2025-07-05 00:00:00,CASE-013600,,Student,3,1,4,Post-case survey,2,3,Ownership,Synthetic feedback concerning ownership for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20250705,0
FDB-000791,2024-11-27 00:00:00,CASE-005463,,Student,1,1,1,Post-case survey,3,5,Ownership,Synthetic feedback concerning ownership for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20241127,0
FDB-000792,2026-06-30 00:00:00,CASE-011034,,Student,1,1,1,Post-case survey,5,5,Waiting time,Synthetic feedback concerning waiting time for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20260630,1
FDB-000793,2025-01-05 00:00:00,CASE-014221,,Student,1,3,4,Post-case survey,4,2,Waiting time,Synthetic feedback concerning waiting time for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250105,1
FDB-000794,2025-03-27 00:00:00,CASE-014923,,Student,2,3,4,Post-case survey,3,3,Ease of use,Synthetic feedback concerning ease of use for multi-factor authentication.,1,Synthetic demonstration data — not actual University of Sydney results,20250327,0
FDB-000795,2025-10-22 00:00:00,CASE-015690,,Student,2,1,1,Post-case survey,4,4,Clarity,Synthetic feedback concerning clarity for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20251022,1
FDB-000796,2026-06-19 00:00:00,CASE-005077,,Student,1,1,1,Post-case survey,3,4,Ease of use,Synthetic feedback concerning ease of use for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260619,0
FDB-000797,2025-03-30 00:00:00,CASE-012197,,Student,2,3,1,Post-case survey,3,2,Ownership,Synthetic feedback concerning ownership for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20250330,0
FDB-000798,2025-07-24 00:00:00,CASE-014119,,Student,3,1,2,Post-case survey,4,3,Waiting time,Synthetic feedback concerning waiting time for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20250724,1
FDB-000799,2024-12-20 00:00:00,CASE-004561,,Student,1,2,2,Post-case survey,4,3,Clarity,Synthetic feedback concerning clarity for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20241220,1
FDB-000800,2026-03-24 00:00:00,CASE-006275,,Student,1,1,1,Post-case survey,2,2,Outcome quality,Synthetic feedback concerning outcome quality for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260324,0
FDB-000801,2026-05-15 00:00:00,CASE-014742,,Professional Staff,3,1,7,Post-case survey,4,2,Clarity,Synthetic feedback concerning clarity for teaching room equipment.,1,Synthetic demonstration data — not actual University of Sydney results,20260515,1
FDB-000802,2026-02-07 00:00:00,CASE-017941,,Student,1,1,1,Post-case survey,4,4,Clarity,Synthetic feedback concerning clarity for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20260207,1
FDB-000803,2025-09-30 00:00:00,CASE-010565,,Academic Staff,2,1,6,Post-case survey,5,3,Ownership,Synthetic feedback concerning ownership for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250930,1
FDB-000804,2025-04-21 00:00:00,CASE-001321,,Student,1,1,4,Post-case survey,4,2,Ease of use,Synthetic feedback concerning ease of use for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20250421,1
FDB-000805,2025-06-09 00:00:00,CASE-007045,,Student,1,1,1,Post-case survey,2,3,Waiting time,Synthetic feedback concerning waiting time for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20250609,0
FDB-000806,2025-02-21 00:00:00,CASE-006696,,Student,1,1,5,Post-case survey,2,4,Ease of use,Synthetic feedback concerning ease of use for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20250221,0
FDB-000807,2025-10-02 00:00:00,CASE-017711,,Student,3,1,2,Post-case survey,2,3,Communication,Synthetic feedback concerning communication for accessibility.,1,Synthetic demonstration data — not actual University of Sydney results,20251002,0
FDB-000808,2025-02-06 00:00:00,CASE-017449,,Student,2,1,1,Post-case survey,2,1,Outcome quality,Synthetic feedback concerning outcome quality for wi-fi and network.,1,Synthetic demonstration data — not actual University of Sydney results,20250206,0
FDB-000809,2026-07-19 00:00:00,CASE-006493,,Student,1,3,3,Post-case survey,3,3,Ownership,Synthetic feedback concerning ownership for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260719,0
FDB-000810,2025-02-14 00:00:00,CASE-001482,,Professional Staff,2,1,7,Post-case survey,2,4,Ownership,Synthetic feedback concerning ownership for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250214,0
FDB-000811,2025-08-30 00:00:00,CASE-010683,,Student,2,1,4,Post-case survey,2,3,Waiting time,Synthetic feedback concerning waiting time for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250830,0
FDB-000812,2024-11-25 00:00:00,CASE-009223,,Student,1,1,1,Post-case survey,3,1,Outcome quality,Synthetic feedback concerning outcome quality for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20241125,0
FDB-000813,2025-05-04 00:00:00,CASE-011743,,Student,2,1,4,Post-case survey,4,1,Clarity,Synthetic feedback concerning clarity for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250504,1
FDB-000814,2024-11-24 00:00:00,CASE-005272,,Student,1,1,1,Post-case survey,4,4,Ownership,Synthetic feedback concerning ownership for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20241124,1
FDB-000815,2025-08-27 00:00:00,CASE-001758,,Student,2,1,5,Post-case survey,3,3,Clarity,Synthetic feedback concerning clarity for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20250827,0
